num,name,address,latitude,longitude,stands,clase
190,190_AVENIDA HYTASA,AVENIDA HYTASA - Aprox. C/ Herramienta,37.3687354099766,-5.9572930748039,15,2
191,191_GLORIETA CARLOS CANO,GLORIETA CARLOS CANO - Aprox. C/ Blas Infante,37.3741164126721,-6.00885325907747,20,2
192,192_AVENIDA DE ALVAR NUÑEZ,AVENIDA DE ALVAR NUÑEZ - Aprox. C/ Collante,37.3783344285566,-6.0115562709904,19,2
193,193_AVENIDA DE CORIA,AVENIDA DE CORIA - Aprox. C/ Coruña,37.3811114394842,-6.01200527416684,20,1
194,194_CALLE PARQUE DE DOÑANA,CALLE PARQUE DE DOÑANA - Aprox. Calle Corral de los Olmos,37.4187326038245,-5.97319415962488,20,2
195,195_CALLE CORRAL DEL AGUA,CALLE CORRAL DEL AGUA - Aprox. Camino de los toros,37.4217156162842,-5.97164815591452,20,2
196,196_CALLE ESTRELLA CANOPUS,CALLE ESTRELLA CANOPUS - Aprox. C/ estrella Betelgeuse,37.4247016287549,-5.97010115220206,20,2
197,197_CALLE AGRICULTORES,CALLE AGRICULTORES - Aprox. C/ estrella Betelgeuse,37.4234386250651,-5.96640413851815,20,1
198,198_CALLE MAR DE ALBORÁN,CALLE MAR DE ALBORÁN - Aprox. C/ Camino de los Toros,37.4204466125689,-5.96795614224353,20,3
199,199_MAR DE ALBORÁN,MAR DE ALBORÁN - Aprox. Corral de los Olmos,37.4178556017479,-5.96929614545535,20,2
200,200_CAMINO DE LOS TOROS,CAMINO DE LOS TOROS - Aprox. C/ Mediterráneo,37.4189136081837,-5.96321712475144,20,4
201,201_CALLE PINO MONTANO,CALLE PINO MONTANO - Aprox. C/ Estafeta,37.4156835936104,-5.96785813916757,20,2
202,202_AVENIDA MUJER TRABAJADORA,AVENIDA MUJER TRABAJADORA - Aprox. Avda Miraflores,37.411466577192,-5.96676313290727,20,2
203,203_CALLE TESALÓNICA,CALLE TESALÓNICA - Calle Mazzantini,37.3960935188026,-5.95876409601682,20,2
204,204_CALLE DOCTOR LAFFON,CALLE DOCTOR LAFFON - Aprox. C/ Tesalonica,37.3976896918843,-5.96160136486722,15,1
205,205_AVENIDA KANSAS CITY,AVENIDA KANSAS CITY - Aprox. Pza el Tato,37.399817146293,-5.96192234186904,20,1
206,206_AVENIDA KANSAS CITY,AVENIDA KANSAS CITY - Aprox. C/ Macedonia,37.4029635484276,-5.95821109780644,15,2
207,207_CALLE IFNI,CALLE IFNI - Aprox. Avda de Holanda,37.3550163461624,-5.98237015506518,20,1
208,208_AVENIDA DE GRECIA,AAVENIDA DE GRECIA - Aprox. Avda de Italia,37.3506563280755,-5.98419015892254,15,3
209,209_AVENIDA ALEMANIA,AVENIDA ALEMANIA - Aprox. Glorieta Chekia,37.3453173116431,-5.98265615036839,15,1
210,210_PASEO DE EUROPA,PASEO DE EUROPA - Aprox. Ava de Francia,37.3480613203322,-5.98005814258749,15,3
211,211_AVENIDA DE ALEMANIA,AVENIDA DE ALEMANIA - Aprox. Glorieta de Letonia,37.3462023107095,-5.97620012853706,15,1
212,212_AVENIDA REINIDO UNIDO,AVENIDA REINIDO UNIDO - Aprox. Avda de Italia,37.3515823376914,-5.97778413752541,15,1
213,213_AVENIDA DE ANDALUCIA,AVENIDA DE ANDALUCIA - Aprox. Cochera de TUSSAM,37.3871434869041,-5.94841005455344,20,1
214,214_AVENIDA DE ANDALUCIA,AVENIDA DE ANDALUCIA - Aprox. Entrada TUSSAM,37.3871434869041,-5.94841005455344,20,1
215,215_CALLE ZORZAL,CALLE ZORZAL - Aprox. Avenida de Andalucia,37.3866414802585,-5.95398107415094,15,1
216,216_CALLE ANTIOQUIA,CALLE ANTIOQUIA - Aprox. Avda de Pedro Romero,37.3999375308373,-5.95628508908707,15,2
217,217_CALLE DE LA A.D.A.,CALLE DE LA A.D.A. - Aprox. C/ Jerusalén,37.3938745054202,-5.96237110682486,15,4
218,218_PLAZA DEL ALTOZANO,PLAZA DEL ALTOZANO - Aprox. C/ San Jorge,37.3851244184788,-6.00354214744171,14,2
219,219_CALLE DE LA A.D.A.,CALLE DE LA A.D.A. - Aprox. C/ de Tesalónica,37.3905365010144,-5.95907209370248,15,1
220,220_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Centro Comercial Zona Este,37.4051895618527,-5.9357800206164,30,4
221,221_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Hotel Sevilla Congresos,37.4056085629786,-5.93052400216402,15,5
222,222_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Palacio de los Congresos,37.4050835649713,-5.93361601290186,16,4
223,223_CALLE GEMA,CALLE GEMA - Aprox. Avda de las Ciencias,37.4007313595641,-5.92632420198497,15,5
224,224_AVENIDA DE LAS CIENCIAS,AVENIDA DE LAS CIENCIAS - Aprox. C/ de Ulises,37.3970135394672,-5.92375697413651,15,2
225,225_CALLE FLOR DE RETAMA,CALLE FLOR DE RETAMA - Aprox. Centro Deportivo Entreflores,37.3973905402371,-5.91877695628424,15,5
226,226_AVENIDA DOCTOR EMILIO LEMOS,AVENIDA DOCTOR EMILIO LEMOS - Aprox. C/ de Birmania,37.4028628717453,-5.92175367632774,15,3
227,227_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. C/ Carlinga,37.39075351416,-5.91963595581283,12,3
228,228_AVENIDA DE LAS CIENCIAS,AVENIDA DE LAS CIENCIAS - Aprox. C/ Flor de Salvia,37.3944495237854,-5.92123096356052,15,1
229,229_AVENIDA AERONAUTICA,AVENIDA AERONAUTICA - Aprox. Avda del Deporte,37.3873544949101,-5.91991895459312,15,3
230,230_AVENIDA DE LAS CIENCIAS,AVENIDA DE LAS CIENCIAS - Aprox. Avda de la Republica China,37.403927559446,-5.92813999319726,14,5
231,231_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Paseo Miguel de Unamuno,37.4016735464566,-5.94213904101466,15,2
232,232_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Pza de la Acogida,37.4039395587675,-5.93973903343879,15,2
233,233_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Estación de RENFE,37.4041125561039,-5.93709202497113,15,1
234,234_CALLE MÉDICOS SIN FRONTERA,CALLE MÉDICOS SIN FRONTERA - Aprox. Avda de las Ciencias,37.3999401269442,-5.92516396433934,14,1
235,235_CIUDAD DE CHIVA,CIUDAD DE CHIVA - Aprox. C/ ciudad de Alfajar,37.411735810991,-5.929859071297,15,1
236,236_CIUDAD DE CHIVA,CIUDAD DE CHIVA - Aprox. C/ ciudad de Liria,37.4102171143178,-5.92642237405753,15,3
237,237_CIUDAD DE CHIVA,CIUDAD DE CHIVA - Aprox. C/ Ildefonso Marañon,37.4093345857277,-5.92325497977083,15,5
238,238_CIUDAD DE CHIVA,CIUDAD DE CHIVA - Aprox. Pza del Árbol Rey,37.4081325738308,-5.91999304848619,15,5
239,239_CALLE CIUDAD DE LIRIA,CALLE CIUDAD DE LIRIA - Aprox. Avda de Fernando,37.4086915827457,-5.92771899454867,15,5
240,240_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Cueva de la Pileta,37.402579544489,-5.94043558508602,15,2
241,241_PLAZA NUEVA,PLAZA NUEVA - Aprox. C/ Mendez Núñez,37.3888154432826,-5.99586378805256,20,3
242,242_PLAZA NUEVA,PLAZA NUEVA - Aprox. C/ Mendez Núñez,37.3888183039298,-5.99575097629649,20,3
243,243_GLORIETA DEL PRIMERO DE MAYO,GLORIETA DEL PRIMERO DE MAYO - Aprox. C/ Carlos Marx,37.38043948117,-5.95348119746285,15,2
244,244_AVENIDA LOS GAVILANES,AVENIDA LOS GAVILANES - Aprox. Avda Juan XXIII,37.3780400290467,-5.95178368562984,15,2
245,245_CALLE LAS LEANDRAS,Aprox. Avda Los Gavilanes,37.3753988112494,-5.95254946624502,15,2
246,246_PUERTO DE LOS AZORES,PUERTO DE LOS AZORES - Aprox. C/ Paulo Orosio,37.3761390624557,-5.95501731701433,15,2
247,247_AVDA. RAMON Y CAJAL,Esquina con C/Enramadilla,37.3782314399419,-5.97936215795483,30,3
248,248_GLORIETA DE LOS FERROVIARIOS,GLORIETA DE LOS FERROVIARIOS - Aprox. C/ Navarra,37.4219030236939,-5.9830042880857,15,5
249,249_CALLE NAVARRA,CALLE NAVARRA - Aprox. C/ Cataluña,37.4247584317402,-5.98482367336093,15,1
250,250_CALLE DE SALVADOR ALLENDE,CALLE DE SALVADOR ALLENDE - Aprox. C/ de Marruecos,37.421879,-5.985663,15,5
251,251_AVDA. CRUZ CAMPO,Esquina con Alejandro Collantes,37.3843494245712,-5.96537836524748,15,2
252,252_GASPAR CALDERAS,GASPAR CALDERAS.- Esquina con Carretera Bellasvistas,37.3245820350386,-5.96897212812446,25,1
253,253_HOSPITAL VALME,HOPITAL VALME.-Esquina Carretera Bellasvistas,37.32041786039,-5.96902252657327,30,1
254,254_ALHAMBRA,ALHAMBRA.- Esquina Carretera Bellasvistas,37.3294297713657,-5.968971229675,30,3
255,255_PERO MINGO,Esquina rotanda Torreblanca,37.3856593086086,-5.91345179088947,30,3
256,256_MIGUEL MONTORO,Esquina Calle Pero Mingo,37.3861004967786,-5.9100909196767,29,4
257,257_TORRES ALBARRACIN,Esquina corazon de MAria,37.383769487927196,-5.90892191423588,20,3
258,258_ESTACA DE VARES,Esquina Calle Creus,37.383696485513,-5.9148199348556,17,1
259,259_OCHO DE MARZO,Esquina Calle Aguila Perdicera,37.3673184056251,-5.95411706309083,30,4
260,260_REVOLTOSA,Aproximado Parque Amate,37.377023215492,-5.9470354861559,20,1
